Country_Region,Confirmed,Deaths,Province_State
US,5953,68,Colorado
US,197066,1368,Colorado
US,3534,24,Colorado
US,1027,17,Colorado
US,3004,50,Colorado
US,91179,447,Colorado
US,18376,133,Colorado
US,5662,56,Colorado
US,392,12,Colorado
US,1931,13,Colorado
US,2303,58,Colorado
US,961,19,Colorado
US,3558,33,Colorado
US,837,23,Colorado
US,7202,161,Colorado
US,224919,1524,Colorado
US,424,8,Colorado
US,100968,498,Colorado
US,18833,39,Colorado
US,237195,1904,Colorado
US,5836,48,Colorado
US,18767,210,Colorado
US,18041,104,Colorado
US,1171,7,Colorado
US,4053,30,Colorado
US,3970,16,Colorado
US,161,0,Colorado
US,1764,41,Colorado
US,195,0,Colorado
US,160677,1554,Colorado
US,392,6,Colorado
US,1877,32,Colorado
US,15836,99,Colorado
US,2203,2,Colorado
US,109313,606,Colorado
US,4408,51,Colorado
US,2382,11,Colorado
US,8661,119,Colorado
US,51841,639,Colorado
US,303,4,Colorado
US,3738,55,Colorado
US,7673,90,Colorado
US,11179,183,Colorado
US,6973,148,Colorado
US,5320,137,Colorado
US,1118,6,Colorado
US,0,0,Colorado
US,3499,24,Colorado
US,1123,20,Colorado
US,8081,9,Colorado
US,3226,52,Colorado
US,61961,880,Colorado
US,2236,15,Colorado
US,3634,47,Colorado
US,7882,34,Colorado
US,1524,12,Colorado
US,316,0,Colorado
US,2713,8,Colorado
US,582,12,Colorado
US,12072,15,Colorado
US,5913,67,Colorado
US,261,25,Colorado
US,1262,35,Colorado
US,106227,780,Colorado
US,2342,27,Colorado
US,264399,3017,Connecticut
US,237105,3494,Connecticut
US,41816,532,Connecticut
US,38840,547,Connecticut
US,257919,3165,Connecticut
US,73980,784,Connecticut
US,27913,317,Connecticut
US,3271,9,Connecticut
US,31414,355,Connecticut
US,64447,724,Delaware
US,186969,1608,Delaware
US,78267,992,Delaware
US,1110,0,Delaware
US,49,0,Diamond Princess
US,177945,1432,District of Columbia
US,89806,833,Florida
US,10746,154,Florida
US,56189,894,Florida
US,9245,177,Florida
US,175277,2513,Florida
US,774980,6770,Florida
US,4939,111,Florida
US,48860,1009,Florida
US,39070,1146,Florida
US,67269,979,Florida
US,106604,1174,Florida
US,25731,472,Florida
US,11287,175,Florida
US,4938,89,Florida
US,319149,3872,Florida
US,98081,1479,Florida
US,29013,438,Florida
US,3580,58,Florida
US,17803,246,Florida
US,5663,109,Florida
US,2311,38,Florida
US,5043,90,Florida
US,4585,64,Florida
US,10362,141,Florida
US,13827,174,Florida
US,53794,1286,Florida
US,30739,807,Florida
US,479640,4409,Florida
US,6384,107,Florida
US,42698,763,Florida
US,18364,301,Florida
US,5046,70,Florida
US,3157,65,Florida
US,109346,1811,Florida
US,243110,2557,Florida
US,114380,794,Florida
US,12803,192,Florida
US,2997,31,Florida
US,7053,108,Florida
US,123507,1743,Florida
US,105662,2497,Florida
US,40724,768,Florida
US,1552197,12285,Florida
US,22919,138,Florida
US,27713,355,Florida
US,62183,768,Florida
US,12495,200,Florida
US,475796,3301,Florida
US,144497,1273,Florida
US,481679,6031,Florida
US,159816,2280,Florida
US,277006,4065,Florida
US,260300,3450,Florida
US,21209,469,Florida
US,59416,695,Florida
US,122219,2063,Florida
US,132095,1282,Florida
US,78720,706,Florida
US,96060,1413,Florida
US,30228,720,Florida
US,16028,360,Florida
US,8109,116,Florida
US,3307,396,Florida
US,5131,126,Florida
US,151166,2341,Florida
US,12188,143,Florida
US,20605,236,Florida
US,7746,124,Florida
US,5266,136,Georgia
US,2449,58,Georgia
US,4098,82,Georgia
US,654,15,Georgia
US,11199,262,Georgia
US,4586,101,Georgia
US,26052,291,Georgia
US,35396,488,Georgia
US,4991,125,Georgia
US,5876,96,Georgia
US,45403,836,Georgia
US,3938,111,Georgia
US,4689,116,Georgia
US,4061,101,Georgia
US,11203,112,Georgia
US,17869,283,Georgia
US,6296,124,Georgia
US,7680,181,Georgia
US,1571,25,Georgia
US,13653,140,Georgia
US,2581,110,Georgia
US,28396,500,Georgia
US,16998,205,Georgia
US,3485,65,Georgia
US,79653,1042,Georgia
US,7924,24,Georgia
US,7581,152,Georgia
US,75790,713,Georgia
US,35334,264,Georgia
US,625,7,Georgia
US,77902,1095,Georgia
US,2457,46,Georgia
US,216663,2102,Georgia
US,11781,308,Georgia
US,13042,278,Georgia
US,43298,438,Georgia
US,5707,83,Georgia
US,41221,527,Georgia
US,2225,64,Georgia
US,5596,146,Georgia
US,3942,44,Georgia
US,8345,108,Georgia
US,192315,1980,Georgia
US,8566,144,Georgia
US,5942,174,Georgia
US,2844,76,Georgia
US,24389,577,Georgia
US,43478,462,Georgia
US,3126,65,Georgia
US,1059,12,Georgia
US,16399,217,Georgia
US,5334,121,Georgia
US,6781,168,Georgia
US,2836,70,Georgia
US,5768,180,Georgia
US,29631,387,Georgia
US,32150,572,Georgia
US,66837,466,Georgia
US,6176,116,Georgia
US,276219,2667,Georgia
US,8267,199,Georgia
US,727,31,Georgia
US,27259,442,Georgia
US,19761,305,Georgia
US,6835,114,Georgia
US,4758,91,Georgia
US,257462,2122,Georgia
US,11488,290,Georgia
US,63629,935,Georgia
US,1945,91,Georgia
US,6292,186,Georgia
US,7114,125,Georgia
US,5609,112,Georgia
US,2583,62,Georgia
US,72008,758,Georgia
US,49515,545,Georgia
US,2226,57,Georgia
US,24990,314,Georgia
US,3797,83,Georgia
US,4357,77,Georgia
US,4238,122,Georgia
US,1789,69,Georgia
US,2645,86,Georgia
US,6040,127,Georgia
US,5842,131,Georgia
US,2698,32,Georgia
US,16454,330,Georgia
US,8668,113,Georgia
US,15774,168,Georgia
US,1838,40,Georgia
US,3479,36,Georgia
US,36984,434,Georgia
US,8941,139,Georgia
US,2737,54,Georgia
US,8025,123,Georgia
US,1872,57,Georgia
US,6165,114,Georgia
US,2857,39,Georgia
US,5576,159,Georgia
US,2033,32,Georgia
US,6277,127,Georgia
US,7074,185,Georgia
US,2329,57,Georgia
US,5534,75,Georgia
US,13523,206,Georgia
US,45908,928,Georgia
US,30775,498,Georgia
US,10559,117,Georgia
US,3758,65,Georgia
US,99220,1654,Georgia
US,46667,477,Georgia
US,7951,151,Georgia
US,10130,194,Georgia
US,6431,144,Georgia
US,6495,109,Georgia
US,13752,215,Georgia
US,2699,84,Georgia
US,5270,115,Georgia
US,551,5,Georgia
US,4116,106,Georgia
US,1825,50,Georgia
US,60659,972,Georgia
US,23742,351,Georgia
US,1412,11,Georgia
US,3174,76,Georgia
US,2510,39,Georgia
US,19289,452,Georgia
US,7270,183,Georgia
US,3287,36,Georgia
US,8733,190,Georgia
US,1381,35,Georgia
US,337,4,Georgia
US,5725,144,Georgia
US,2440,53,Georgia
US,3520,90,Georgia
US,2547,71,Georgia
US,13776,235,Georgia
US,13823,240,Georgia
US,7999,216,Georgia
US,3085,127,Georgia
US,1882,71,Georgia
US,18779,426,Georgia
US,3186,65,Georgia
US,1852,74,Georgia
US,12410,2,Georgia
US,6138,182,Georgia
US,9619,259,Georgia
US,19976,291,Georgia
US,26614,480,Georgia
US,11350,304,Georgia
US,1291,35,Georgia
US,5134,141,Georgia
US,8867,222,Georgia
US,545,10,Georgia
US,1590,39,Georgia
US,8336,185,Georgia
US,39243,494,Georgia
US,2414,73,Georgia
US,2624,55,Georgia
US,2670,67,Georgia
US,5532,125,Georgia
US,103,3,Grand Princess
US,61027,420,Guam
US,42594,237,Hawaii
US,264197,1355,Hawaii
US,19155,50,Hawaii
US,45510,185,Hawaii
US,9152,14,Hawaii
US,0,0,Hawaii
US,160373,1139,Idaho
US,819,16,Idaho
US,24459,273,Idaho
US,1155,19,Idaho
US,2770,45,Idaho
US,11205,175,Idaho
US,7310,33,Idaho
US,1297,14,Idaho
US,10275,201,Idaho
US,35614,305,Idaho
US,2416,69,Idaho
US,555,12,Idaho
US,182,2,Idaho
US,70696,738,Idaho
US,1664,35,Idaho
US,5610,58,Idaho
US,118,1,Idaho
US,2693,40,Idaho
US,707,9,Idaho
US,9096,74,Idaho
US,2594,31,Idaho
US,2415,30,Idaho
US,4263,86,Idaho
US,3932,61,Idaho
US,3601,59,Idaho
US,6853,69,Idaho
US,7118,68,Idaho
US,47262,669,Idaho
US,7725,57,Idaho
US,1796,28,Idaho
US,1406,32,Idaho
US,1300,15,Idaho
US,13800,58,Idaho
US,4821,71,Idaho
US,10618,161,Idaho
US,956,12,Idaho
US,2613,56,Idaho
US,6793,92,Idaho
US,1660,20,Idaho
US,3119,80,Idaho
US,2937,9,Idaho
US,28733,315,Idaho
US,0,0,Idaho
US,3146,18,Idaho
US,2645,61,Idaho
US,27974,234,Illinois
US,1574,16,Illinois
US,5310,31,Illinois
US,17550,127,Illinois
US,2873,17,Illinois
US,10275,136,Illinois
US,1900,6,Illinois
US,5022,57,Illinois
US,5620,38,Illinois
US,86054,315,Illinois
US,13026,119,Illinois
US,5933,54,Illinois
US,5921,76,Illinois
US,14392,118,Illinois
US,18977,189,Illinois
US,1533935,15289,Illinois
US,7889,50,Illinois
US,4004,40,Illinois
US,5211,42,Illinois
US,32553,217,Illinois
US,7943,63,Illinois
US,289813,1859,Illinois
US,6660,60,Illinois
US,2125,29,Illinois
US,12823,147,Illinois
US,8753,106,Illinois
US,5516,71,Illinois
US,15422,186,Illinois
US,12788,139,Illinois
US,1850,20,Illinois
US,4281,49,Illinois
US,16326,154,Illinois
US,2668,32,Illinois
US,5396,52,Illinois
US,1447,20,Illinois
US,1576,19,Illinois
US,15932,135,Illinois
US,8886,131,Illinois
US,20182,143,Illinois
US,3224,33,Illinois
US,13589,185,Illinois
US,7873,80,Illinois
US,5182,46,Illinois
US,5572,44,Illinois
US,166146,1216,Illinois
US,36784,386,Illinois
US,41814,171,Illinois
US,16232,245,Illinois
US,37187,421,Illinois
US,210403,1544,Illinois
US,6844,45,Illinois
US,11614,92,Illinois
US,13246,145,Illinois
US,12678,101,Illinois
US,40343,373,Illinois
US,16079,149,Illinois
US,87637,857,Illinois
US,14693,223,Illinois
US,3481,34,Illinois
US,4730,67,Illinois
US,4663,73,Illinois
US,9086,109,Illinois
US,98211,525,Illinois
US,64188,332,Illinois
US,4598,29,Illinois
US,4931,51,Illinois
US,11440,135,Illinois
US,12176,112,Illinois
US,12381,138,Illinois
US,4939,51,Illinois
US,17498,141,Illinois
US,3,0,Illinois
US,59913,579,Illinois
US,9157,101,Illinois
US,5584,23,Illinois
US,6159,70,Illinois
US,1266,9,Illinois
US,2057,23,Illinois
US,1421,11,Illinois
US,12948,135,Illinois
US,6317,77,Illinois
US,42574,519,Illinois
US,10361,106,Illinois
US,76600,445,Illinois
US,2474,18,Illinois
US,1575,14,Illinois
US,7605,81,Illinois
US,81204,802,Illinois
US,1891,39,Illinois
US,15058,189,Illinois
US,46151,514,Illinois
US,66,5065,Illinois
US,6858,70,Illinois
US,35285,325,Illinois
US,4837,30,Illinois
US,5073,93,Illinois
US,4140,36,Illinois
US,6611,94,Illinois
US,5445,55,Illinois
US,19530,244,Illinois
US,216951,1693,Illinois
US,28971,275,Illinois
US,100711,901,Illinois
US,12654,121,Illinois
US,8751,120,Indiana
US,124359,1284,Indiana
US,26876,270,Indiana
US,2985,28,Indiana
US,3701,82,Indiana
US,17386,204,Indiana
US,2984,63,Indiana
US,4926,74,Indiana
US,14090,182,Indiana
US,41291,435,Indiana
US,8155,101,Indiana
US,10719,146,Indiana
US,3098,41,Indiana
US,9069,165,Indiana
US,13654,164,Indiana
US,16256,150,Indiana
US,8582,155,Indiana
US,30191,503,Indiana
US,15090,179,Indiana
US,61477,794,Indiana
US,8378,163,Indiana
US,24235,331,Indiana
US,6424,111,Indiana
US,5205,69,Indiana
US,5774,115,Indiana
US,14364,160,Indiana
US,21036,392,Indiana
US,9107,153,Indiana
US,96944,723,Indiana
US,25238,301,Indiana
US,13373,166,Indiana
US,47804,614,Indiana
US,16226,258,Indiana
US,30065,489,Indiana
US,14368,175,Indiana
US,15182,144,Indiana
US,11067,163,Indiana
US,5904,87,Indiana
US,11231,180,Indiana
US,8172,119,Indiana
US,51015,661,Indiana
US,14246,167,Indiana
US,22957,256,Indiana
US,6543,106,Indiana
US,31801,405,Indiana
US,134438,2008,Indiana
US,14516,285,Indiana
US,39768,701,Indiana
US,268696,3238,Indiana
US,14072,217,Indiana
US,2619,30,Indiana
US,10908,175,Indiana
US,34476,325,Indiana
US,12319,174,Indiana
US,19602,305,Indiana
US,3119,74,Indiana
US,15737,177,Indiana
US,1769,19,Indiana
US,5941,106,Indiana
US,6907,137,Indiana
US,4345,52,Indiana
US,5883,73,Indiana
US,4497,55,Indiana
US,47697,627,Indiana
US,7909,63,Indiana
US,3538,92,Indiana
US,11196,138,Indiana
US,7013,163,Indiana
US,10091,150,Indiana
US,6084,61,Indiana
US,9473,115,Indiana
US,17143,191,Indiana
US,6156,64,Indiana
US,84866,967,Indiana
US,5626,112,Indiana
US,11487,126,Indiana
US,6403,86,Indiana
US,2663,22,Indiana
US,60936,463,Indiana
US,3996,94,Indiana
US,0,274,Indiana
US,2347,23,Indiana
US,70796,691,Indiana
US,4932,82,Indiana
US,35132,453,Indiana
US,10451,172,Indiana
US,2380,30,Indiana
US,24854,262,Indiana
US,7179,95,Indiana
US,23519,363,Indiana
US,7610,144,Indiana
US,8268,102,Indiana
US,11448,91,Indiana
US,1805,52,Iowa
US,938,15,Iowa
US,3248,68,Iowa
US,3432,80,Iowa
US,1311,25,Iowa
US,7244,82,Iowa
US,38980,528,Iowa
US,6535,70,Iowa
US,6386,89,Iowa
US,5539,67,Iowa
US,6988,66,Iowa
US,3817,62,Iowa
US,3072,26,Iowa
US,5680,84,Iowa
US,3333,88,Iowa
US,5035,49,Iowa
US,12769,181,Iowa
US,3581,75,Iowa
US,3163,37,Iowa
US,2701,43,Iowa
US,4843,54,Iowa
US,4033,81,Iowa
US,13865,173,Iowa
US,5064,59,Iowa
US,26870,160,Iowa
US,1825,35,Iowa
US,1847,29,Iowa
US,4777,71,Iowa
US,11291,165,Iowa
US,4742,78,Iowa
US,31008,330,Iowa
US,2698,56,Iowa
US,4959,88,Iowa
US,4184,69,Iowa
US,2960,50,Iowa
US,1641,29,Iowa
US,2051,28,Iowa
US,3055,50,Iowa
US,2773,48,Iowa
US,3998,90,Iowa
US,3287,51,Iowa
US,5070,71,Iowa
US,3846,101,Iowa
US,6516,84,Iowa
US,2312,37,Iowa
US,3073,44,Iowa
US,2148,51,Iowa
US,4332,54,Iowa
US,5537,75,Iowa
US,10453,124,Iowa
US,4424,63,Iowa
US,44987,183,Iowa
US,6467,84,Iowa
US,2479,55,Iowa
US,4362,98,Iowa
US,9232,149,Iowa
US,64756,668,Iowa
US,2949,68,Iowa
US,2186,34,Iowa
US,3164,55,Iowa
US,3704,46,Iowa
US,5800,95,Iowa
US,8910,136,Iowa
US,11469,136,Iowa
US,4004,47,Iowa
US,2839,51,Iowa
US,2091,53,Iowa
US,2200,52,Iowa
US,2596,60,Iowa
US,11265,139,Iowa
US,3887,73,Iowa
US,1575,23,Iowa
US,3845,56,Iowa
US,2416,41,Iowa
US,7174,114,Iowa
US,1942,31,Iowa
US,147524,1230,Iowa
US,27969,354,Iowa
US,4672,65,Iowa
US,1318,42,Iowa
US,2888,43,Iowa
US,49015,449,Iowa
US,3178,59,Iowa
US,8987,99,Iowa
US,23335,104,Iowa
US,4671,101,Iowa
US,1535,25,Iowa
US,0,0,Iowa
US,3186,56,Iowa
US,1699,28,Iowa
US,10439,222,Iowa
US,14506,157,Iowa
US,6822,89,Iowa
US,1520,35,Iowa
US,12112,186,Iowa
US,3466,48,Iowa
US,4503,56,Iowa
US,33209,357,Iowa
US,2048,17,Iowa
US,4051,71,Iowa
US,5127,65,Kansas
US,2585,38,Kansas
US,5063,45,Kansas
US,1234,13,Kansas
US,7689,124,Kansas
US,5619,64,Kansas
US,3159,51,Kansas
US,22573,238,Kansas
US,798,10,Kansas
US,1000,22,Kansas
US,7447,99,Kansas
US,733,16,Kansas
US,609,8,Kansas
US,2452,49,Kansas
US,2672,50,Kansas
US,2833,48,Kansas
US,548,18,Kansas
US,12437,176,Kansas
US,15195,148,Kansas
US,790,22,Kansas
US,5906,107,Kansas
US,2850,39,Kansas
US,34368,176,Kansas
US,679,16,Kansas
US,699,13,Kansas
US,8442,92,Kansas
US,2461,34,Kansas
US,13435,128,Kansas
US,12512,123,Kansas
US,8235,104,Kansas
US,11418,90,Kansas
US,967,24,Kansas
US,757,20,Kansas
US,2800,40,Kansas
US,1429,25,Kansas
US,391,6,Kansas
US,2222,26,Kansas
US,553,6,Kansas
US,1920,29,Kansas
US,11960,137,Kansas
US,1137,15,Kansas
US,509,13,Kansas
US,4640,40,Kansas
US,5764,71,Kansas
US,954,17,Kansas
US,178296,1377,Kansas
US,1381,22,Kansas
US,2341,30,Kansas
US,775,8,Kansas
US,7991,89,Kansas
US,370,12,Kansas
US,24249,211,Kansas
US,740,12,Kansas
US,3490,36,Kansas
US,1021,16,Kansas
US,12076,136,Kansas
US,4032,56,Kansas
US,2962,51,Kansas
US,9609,142,Kansas
US,1439,27,Kansas
US,9651,107,Kansas
US,1759,26,Kansas
US,10986,181,Kansas
US,1769,33,Kansas
US,742,12,Kansas
US,3796,67,Kansas
US,6105,80,Kansas
US,907,19,Kansas
US,2457,39,Kansas
US,4894,68,Kansas
US,1012,21,Kansas
US,1453,24,Kansas
US,0,0,Kansas
US,2614,27,Kansas
US,1691,33,Kansas
US,7110,70,Kansas
US,2281,40,Kansas
US,805,11,Kansas
US,22806,279,Kansas
US,1551,22,Kansas
US,3082,33,Kansas
US,16451,110,Kansas
US,1581,21,Kansas
US,965,24,Kansas
US,2155,43,Kansas
US,17109,275,Kansas
US,1577,38,Kansas
US,171398,1709,Kansas
US,8510,71,Kansas
US,60744,740,Kansas
US,902,19,Kansas
US,1812,23,Kansas
US,839,9,Kansas
US,1401,32,Kansas
US,530,12,Kansas
US,1923,27,Kansas
US,6649,85,Kansas
US,3022,31,Kansas
US,947,15,Kansas
US,0,0,Kansas
US,1996,24,Kansas
US,488,8,Kansas
US,1633,27,Kansas
US,598,10,Kansas
US,3456,56,Kansas
US,1036,17,Kansas
US,54648,528,Kansas
US,7849,115,Kentucky
US,8543,125,Kentucky
US,8514,79,Kentucky
US,1751,38,Kentucky
US,17377,239,Kentucky
US,4665,53,Kentucky
US,11175,173,Kentucky
US,47400,353,Kentucky
US,7822,74,Kentucky
US,22965,212,Kentucky
US,11447,165,Kentucky
US,2761,29,Kentucky
US,5402,72,Kentucky
US,6698,89,Kentucky
US,29211,258,Kentucky
US,4769,58,Kentucky
US,5085,66,Kentucky
US,11819,105,Kentucky
US,30220,212,Kentucky
US,1357,24,Kentucky
US,4334,55,Kentucky
US,12062,123,Kentucky
US,5400,84,Kentucky
US,20166,235,Kentucky
US,14559,83,Kentucky
US,9744,110,Kentucky
US,4788,58,Kentucky
US,2850,59,Kentucky
US,2776,35,Kentucky
US,38888,447,Kentucky
US,3299,57,Kentucky
US,3701,22,Kentucky
US,5308,58,Kentucky
US,123211,727,Kentucky
US,4992,74,Kentucky
US,16967,256,Kentucky
US,18619,192,Kentucky
US,1483,35,Kentucky
US,2809,57,Kentucky
US,6043,93,Kentucky
US,9998,74,Kentucky
US,13675,205,Kentucky
US,10071,151,Kentucky
US,4849,51,Kentucky
US,16837,159,Kentucky
US,3156,30,Kentucky
US,43810,491,Kentucky
US,12843,234,Kentucky
US,8537,91,Kentucky
US,6908,110,Kentucky
US,17694,185,Kentucky
US,6406,61,Kentucky
US,1109,31,Kentucky
US,19791,284,Kentucky
US,5233,84,Kentucky
US,283708,2681,Kentucky
US,19158,168,Kentucky
US,9104,138,Kentucky
US,54205,472,Kentucky
US,6088,77,Kentucky
US,15023,174,Kentucky
US,4832,80,Kentucky
US,27059,290,Kentucky
US,5560,80,Kentucky
US,3512,59,Kentucky
US,5226,60,Kentucky
US,9862,139,Kentucky
US,5767,95,Kentucky
US,8936,151,Kentucky
US,3104,67,Kentucky
US,10360,140,Kentucky
US,3623,41,Kentucky
US,35555,310,Kentucky
US,5149,62,Kentucky
US,8059,92,Kentucky
US,10265,129,Kentucky
US,4235,54,Kentucky
US,6323,118,Kentucky
US,23983,313,Kentucky
US,7724,91,Kentucky
US,3347,62,Kentucky
US,7499,69,Kentucky
US,2376,36,Kentucky
US,9476,118,Kentucky
US,3739,77,Kentucky
US,4508,90,Kentucky
US,11391,128,Kentucky
US,6747,36,Kentucky
US,13325,135,Kentucky
US,19282,171,Kentucky
US,2726,35,Kentucky
US,8965,123,Kentucky
US,23729,164,Kentucky
US,3129,40,Kentucky
US,2098,34,Kentucky
US,4384,43,Kentucky
US,16035,211,Kentucky
US,25198,367,Kentucky
US,6503,51,Kentucky
US,22161,329,Kentucky
US,879,23,Kentucky
US,6680,70,Kentucky
US,9819,79,Kentucky
US,8412,100,Kentucky
US,22918,124,Kentucky
US,16931,186,Kentucky
US,7547,104,Kentucky
US,7089,67,Kentucky
US,11868,146,Kentucky
US,3570,48,Kentucky
US,5128,50,Kentucky
US,2761,48,Kentucky
US,2504,0,Kentucky
US,5532,63,Kentucky
US,55374,428,Kentucky
US,5103,71,Kentucky
US,8354,106,Kentucky
US,4920,52,Kentucky
US,17191,234,Kentucky
US,3577,31,Kentucky
US,9530,60,Kentucky
US,18944,311,Louisiana
US,9060,147,Louisiana
US,45368,311,Louisiana
US,6803,73,Louisiana
US,14381,218,Louisiana
US,11209,145,Louisiana
US,5002,117,Louisiana
US,51124,549,Louisiana
US,88694,1289,Louisiana
US,68184,746,Louisiana
US,4607,58,Louisiana
US,1387,10,Louisiana
US,3141,63,Louisiana
US,4113,85,Louisiana
US,6468,91,Louisiana
US,9787,146,Louisiana
US,144599,1430,Louisiana
US,3349,39,Louisiana
US,8365,179,Louisiana
US,10224,165,Louisiana
US,8879,195,Louisiana
US,7541,100,Louisiana
US,23908,274,Louisiana
US,11668,157,Louisiana
US,5604,85,Louisiana
US,142493,1471,Louisiana
US,8197,174,Louisiana
US,5091,72,Louisiana
US,79177,542,Louisiana
US,35001,411,Louisiana
US,15460,161,Louisiana
US,47327,488,Louisiana
US,3940,65,Louisiana
US,8513,145,Louisiana
US,13037,188,Louisiana
US,114250,1196,Louisiana
US,64890,866,Louisiana
US,0,0,Louisiana
US,7939,49,Louisiana
US,7975,98,Louisiana
US,42728,612,Louisiana
US,2577,59,Louisiana
US,9019,107,Louisiana
US,8030,127,Louisiana
US,14458,120,Louisiana
US,17250,158,Louisiana
US,2276,27,Louisiana
US,7351,80,Louisiana
US,13287,191,Louisiana
US,27848,437,Louisiana
US,15850,199,Louisiana
US,15309,288,Louisiana
US,91451,943,Louisiana
US,45249,674,Louisiana
US,1334,13,Louisiana
US,38963,454,Louisiana
US,1242,0,Louisiana
US,8802,144,Louisiana
US,19103,247,Louisiana
US,11781,202,Louisiana
US,16287,276,Louisiana
US,14458,203,Louisiana
US,9676,93,Louisiana
US,4853,77,Louisiana
US,3364,51,Louisiana
US,5565,75,Louisiana
US,28509,335,Maine
US,18328,199,Maine
US,66462,498,Maine
US,7323,71,Maine
US,10199,119,Maine
US,30176,309,Maine
US,8147,55,Maine
US,6944,44,Maine
US,0,0,Maine
US,14603,177,Maine
US,37661,391,Maine
US,3929,46,Maine
US,7034,48,Maine
US,12972,123,Maine
US,1,0,Maine
US,8086,80,Maine
US,5748,72,Maine
US,52008,361,Maine
US,21731,392,Maryland
US,119808,1277,Maryland
US,172399,2826,Maryland
US,149524,1966,Maryland
US,14785,173,Maryland
US,7330,92,Maryland
US,28133,475,Maryland
US,20355,286,Maryland
US,38706,408,Maryland
US,9556,116,Maryland
US,58504,620,Maryland
US,7197,124,Maryland
US,50109,679,Maryland
US,64177,462,Maryland
US,3953,79,Maryland
US,245966,2375,Maryland
US,229478,2386,Maryland
US,8845,131,Maryland
US,6190,79,Maryland
US,24582,251,Maryland
US,7234,115,Maryland
US,0,35,Maryland
US,40989,643,Maryland
US,24868,366,Maryland
US,10878,188,Maryland
US,49617,785,Massachusetts
US,35456,480,Massachusetts
US,182344,2555,Massachusetts
US,8316,26,Massachusetts
US,256987,3272,Massachusetts
US,14736,198,Massachusetts
US,172065,2138,Massachusetts
US,39721,453,Massachusetts
US,437431,4822,Massachusetts
US,173673,2330,Massachusetts
US,143587,1962,Massachusetts
US,268158,2242,Massachusetts
US,201538,5,Massachusetts
US,240708,3065,Massachusetts
US,1933,79,Michigan
US,2125,19,Michigan
US,32211,404,Michigan
US,6584,161,Michigan
US,5281,76,Michigan
US,3914,88,Michigan
US,2613,62,Michigan
US,16986,193,Michigan
US,31763,690,Michigan
US,4143,77,Michigan
US,42080,691,Michigan
US,13520,214,Michigan
US,42622,686,Michigan
US,13133,172,Michigan
US,5871,70,Michigan
US,5802,131,Michigan
US,10283,120,Michigan
US,8182,185,Michigan
US,28166,240,Michigan
US,3200,37,Michigan
US,12472,191,Michigan
US,9390,131,Michigan
US,35077,474,Michigan
US,7617,109,Michigan
US,329,5,Michigan
US,125355,2020,Michigan
US,6802,135,Michigan
US,4306,78,Michigan
US,21552,275,Michigan
US,13048,211,Michigan
US,12764,225,Michigan
US,9587,108,Michigan
US,9757,166,Michigan
US,84928,909,Michigan
US,20016,208,Michigan
US,5696,177,Michigan
US,3614,101,Michigan
US,17995,238,Michigan
US,50425,645,Michigan
US,75822,819,Michigan
US,4512,70,Michigan
US,201888,1859,Michigan
US,664,16,Michigan
US,2471,42,Michigan
US,24350,476,Michigan
US,4441,67,Michigan
US,30950,365,Michigan
US,58293,540,Michigan
US,1676,24,Michigan
US,2997,40,Michigan
US,300709,4613,Michigan
US,4865,107,Michigan
US,19376,170,Michigan
US,8357,117,Michigan
US,10312,129,Michigan
US,7183,85,Michigan
US,42516,181,Michigan
US,23527,265,Michigan
US,3591,71,Michigan
US,48415,538,Michigan
US,17949,247,Michigan
US,1998,53,Michigan
US,48751,722,Michigan
US,13711,183,Michigan
US,385029,4563,Michigan
US,7754,106,Michigan
US,5082,121,Michigan
US,1344,45,Michigan
US,6012,99,Michigan
US,1696,61,Michigan
US,6790,117,Michigan
US,87973,928,Michigan
US,9333,55,Michigan
US,2383,66,Michigan
US,5630,130,Michigan
US,61110,1087,Michigan
US,10617,226,Michigan
US,2234,19,Michigan
US,22230,269,Michigan
US,50560,947,Michigan
US,16096,238,Michigan
US,15728,316,Michigan
US,29,0,Michigan
US,20826,333,Michigan
US,109512,643,Michigan
US,537017,9107,Michigan
US,8674,129,Michigan
US,3702,65,Minnesota
US,119415,886,Minnesota
US,10509,102,Minnesota
US,14406,141,Minnesota
US,17064,202,Minnesota
US,1781,11,Minnesota
US,21404,126,Minnesota
US,7995,90,Minnesota
US,11461,124,Minnesota
US,32053,145,Minnesota
US,8642,96,Minnesota
US,3828,55,Minnesota
US,17290,135,Minnesota
US,23726,140,Minnesota
US,2543,32,Minnesota
US,826,6,Minnesota
US,3796,43,Minnesota
US,19391,190,Minnesota
US,137144,912,Minnesota
US,6739,24,Minnesota
US,13432,140,Minnesota
US,4474,61,Minnesota
US,5885,36,Minnesota
US,10580,91,Minnesota
US,15617,155,Minnesota
US,1822,16,Minnesota
US,386090,2952,Minnesota
US,5497,28,Minnesota
US,6122,70,Minnesota
US,11756,132,Minnesota
US,13638,175,Minnesota
US,2675,22,Minnesota
US,4362,62,Minnesota
US,15945,152,Minnesota
US,1253,32,Minnesota
US,3717,44,Minnesota
US,2201,31,Minnesota
US,2651,35,Minnesota
US,927,7,Minnesota
US,7498,55,Minnesota
US,1520,7,Minnesota
US,8301,82,Minnesota
US,2190,19,Minnesota
US,2530,25,Minnesota
US,6695,76,Minnesota
US,13049,122,Minnesota
US,7209,83,Minnesota
US,8464,135,Minnesota
US,11179,120,Minnesota
US,13867,83,Minnesota
